timestamp,action,price,balance,regime,reason
1781598600.0,BUY,271355.0,21.89296345877405,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781615100.0,SELL,270021.0,43.5044549863302,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781624700.0,BUY,268280.0,22.0029749863302,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781630400.0,SELL,268099.0,43.44701760404304,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781642400.0,BUY,268327.0,21.82541760404304,trending,3 bullish / 1 bearish votes (need 3) in trending regime
1781647200.0,SELL,267996.0,43.37719914820371,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781658600.0,BUY,268141.0,21.83567914820371,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781666400.0,SELL,268001.0,43.322934504452846,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781680800.0,BUY,267121.0,21.801434504452846,ranging,3 bullish / 1 bearish votes (need 3) in ranging regime
1781682300.0,SELL,267014.0,43.2713309146939,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781703000.0,BUY,265001.0,21.799880914693897,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781708700.0,SELL,265913.0,43.30217719338718,trending,0 bullish / 3 bearish votes (need 3) in trending regime
1781711100.0,BUY,267060.0,22.01090719338718,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781711400.0,SELL,267860.0,43.32328949624047,ranging,1 bullish / 3 bearish votes (need 3) in ranging regime
1781712600.0,BUY,268356.0,21.94192949624047,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781719200.0,SELL,266130.0,43.10356651274094,trending,1 bullish / 3 bearish votes (need 3) in trending regime
1781740500.0,BUY,263253.0,21.752236512740943,trending,3 bullish / 0 bearish votes (need 3) in trending regime
1781754600.0,SELL,264001.0,43.12145239506707,trending,0 bullish / 3 bearish votes (need 3) in trending regime
